-0.000680169506028269,-0.000667564597914785,-5.11033941407051e-05,-4.92516741286736e-05
-0.000680169506028271,-0.00174151644953837,-0.0013190407875371,-0.000360233667847044
-0.000174016301747928,-0.00281546830116195,-0.00371745381422148,-0.00163604471948141
0.00021231709730157,-0.00309023088286921,-0.00682571654265893,-0.00439787798137019
0.00058680715355914,-0.00275499336081409,-0.00990215035512384,-0.00881542548088159
0.000961847753559904,-0.00182845574993124,-0.0123144919923582,-0.0147046867454952
0.00131427772049539,-0.000309748770626164,-0.0134398627926516,-0.0215522642733743
0.00150144905719477,0.00176542657752447,-0.0126737165784946,-0.0285200656475056
0.00129815039214391,0.00413613561520044,-0.00956763121390253,-0.0344825029260993
0.000547418584764347,0.00618584676069081,-0.00413500891080188,-0.038183092023805
-0.000633346011993137,0.00705019189452926,0.00283132722352449,-0.0385660712828687
-0.00178511792783904,0.00605017187559273,0.00972625552358869,-0.0352152752682112
-0.00232362167692575,0.00323156462111007,0.0146113799955375,-0.0286805047366552
-0.0019319676078735,-0.000437311710877993,0.0160820394219755,-0.0204339042282613
-0.000806023904270231,-0.00348778688120456,0.0140161980577215,-0.0123724809224165
0.000452673894595879,-0.00476045620373651,0.00967501748669988,-0.00607919385289966
0.0011837407473237,-0.00404570794911144,0.00504019424835886,-0.00223976824647262
0.001015084720613,-0.0021766436112319,0.00176527237449394,-0.000535147036298035
0.000353813061356334,-0.000573878262895585,0.000317629282847898,-6.10115746862094e-05
9.97833712299648e-06,-1.52260607540046e-05,7.57437566390286e-06,-1.2235483069073e-06
-4.24972586842285e-07,5.2920838756886e-07,-1.60809792115941e-07,0
1.13871061449755e-07,-1.41800960076852e-07,4.30888539324833e-08,0
-3.05116589567368e-08,3.79954527385506e-08,-1.15456236139915e-08,0
8.17557437719141e-09,-1.01808508773495e-08,3.09364052348272e-09,0
-2.19063855202902e-09,2.72795077084748e-09,-8.28938479939392e-10,0
5.86979830924662e-10,-7.30952206040443e-10,2.22113396274842e-10,0
-1.57280771669621e-10,1.95858053314285e-10,-5.95151051599777e-11,0
4.21432557538236e-11,-5.2480007216696e-11,1.59470243650689e-11,0
